model_id,exterior_color,interior_color,price,model_name,condition,location_id,location_type
A_220_SEDAN,NIGHT_BLACK,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,NEW,TAIPEI_TAWIWAN_CHINA,STORE
A_220_SEDAN,DENIM_BLUE,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,NEW,BEIJING_CHINA,STORE
A_220_SEDAN,RED_METALLIC,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,NEW,SHANGHAI_CHINA,PLANT
A_220_SEDAN,POLAR_WHITE,RED_LEATHER,33950,A_CLASS_SEDAN,NEW,SINGAPORE_,STORE
A_220_SEDAN,NIGHT_BLACK,RED_LEATHER,33950,A_CLASS_SEDAN,NEW,AUCKLAND_NEWZEALAND,STORE
A_220_SEDAN,DENIM_BLUE,RED_LEATHER,33950,A_CLASS_SEDAN,NEW,MELBOURNE_AUSTRALIA,STORE
A_220_SEDAN,RED_METALLIC,RED_LEATHER,33950,A_CLASS_SEDAN,NEW,SYDNEY_AUSTRALIA,STORE
A_220_4MATIC_SEDAN,POLAR_WHITE,BLACK_MB_TEX,35950,A_CLASS_SEDAN,USED,MADRID_SPAIN,STORE
A_220_4MATIC_SEDAN,NIGHT_BLACK,BLACK_MB_TEX,35950,A_CLASS_SEDAN,USED,VALENCIA_SPAIN,PLANT
A_220_4MATIC_SEDAN,DENIM_BLUE,BLACK_MB_TEX,35950,A_CLASS_SEDAN,USED,ALMERE_NETHERLANDS,STORE
A_220_4MATIC_SEDAN,RED_METALLIC,BLACK_MB_TEX,35950,A_CLASS_SEDAN,USED,UTRECHT_NETHERLANDS,PLANT
A_220_4MATIC_SEDAN,POLAR_WHITE,BEIGE_MB_TEX,35950,A_CLASS_SEDAN,USED,MOSCOW_RUSSIA,STORE
A_220_4MATIC_SEDAN,NIGHT_BLACK,BEIGE_MB_TEX,35950,A_CLASS_SEDAN,USED,ZAGREB_CROATIA,STORE
A_220_4MATIC_SEDAN,DENIM_BLUE,BEIGE_MB_TEX,35950,A_CLASS_SEDAN,USED,BRIXWORTH_UNITEDKINGDOM,STORE
A_220_4MATIC_SEDAN,RED_METALLIC,BEIGE_MB_TEX,35950,A_CLASS_SEDAN,USED,MILTONKEYNES_UNITEDKINGDOM,STORE
A_220_4MATIC_SEDAN,POLAR_WHITE,RED_LEATHER,35950,A_CLASS_SEDAN,USED,KIFISSIA_GREECE,STORE
A_220_4MATIC_SEDAN,NIGHT_BLACK,RED_LEATHER,35950,A_CLASS_SEDAN,USED,COPENHAGEN_DENMARK,STORE
A_220_4MATIC_SEDAN,DENIM_BLUE,RED_LEATHER,35950,A_CLASS_SEDAN,USED,BERLIN_GERMANY,STORE
A_220_4MATIC_SEDAN,RED_METALLIC,RED_LEATHER,33950,A_CLASS_SEDAN,USED,BREMEN_GERMANY,PLANT
A_220_SEDAN,POLAR_WHITE,BLACK_MB_TEX,33950,A_CLASS_SEDAN,USED,DUSSELDORF_GERMANY,STORE
A_220_SEDAN,NIGHT_BLACK,BLACK_MB_TEX,33950,A_CLASS_SEDAN,USED,DUSSELDORF_GERMANY,PLANT
A_220_SEDAN,DENIM_BLUE,BLACK_MB_TEX,33950,A_CLASS_SEDAN,USED,COLOGNE_GERMANY,STORE
A_220_SEDAN,RED_METALLIC,BLACK_MB_TEX,33950,A_CLASS_SEDAN,USED,HAMBURG_GERMANY,STORE
A_220_SEDAN,POLAR_WHITE,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,USED,MUNICH_GERMANY,STORE
A_220_SEDAN,NIGHT_BLACK,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,USED,SINDELFINGEN_GERMANY,STORE
A_220_SEDAN,DENIM_BLUE,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,USED,STUTTGART_GERMANY,STORE
A_220_SEDAN,RED_METALLIC,BEIGE_MB_TEX,33950,A_CLASS_SEDAN,USED,MALMO_SWEDEN,STORE
A_220_SEDAN,POLAR_WHITE,RED_LEATHER,33950,A_CLASS_SEDAN,USED,LUXMBOURG_,STORE
A_220_SEDAN,NIGHT_BLACK,RED_LEATHER,33950,A_CLASS_SEDAN,USED,PRAGUE_CZECHREPUBLIC,STORE
A_220_SEDAN,DENIM_BLUE,RED_LEATHER,33950,A_CLASS_SEDAN,USED,MILANO_ITALY,STORE
A_220_SEDAN,RED_METALLIC,RED_LEATHER,33950,A_CLASS_SEDAN,USED,ROME_ITALY,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,BUCAREST_ROMANIA,STORE
AMG_C_43_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,BRATISLAVA_SLOVAKIA,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,LEBOURGET_FRANCE,STORE
AMG_C_43_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,ZURICH_SWITZERLAND,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,EUGENDORF_AUSTRALIA,STORE
AMG_C_43_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,BRUSSELS_BELGIUM,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,WARSAW_POLAND,STORE
AMG_C_43_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,NEW,BUDAPEST_HUNGRARY,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,RED_LEATHER,67000,C_CLASS_CABRIOLET,NEW,LISBON_PORTUGAL,STORE
AMG_C_43_CABRIOLET,NIGHT_BLACK,RED_LEATHER,67000,C_CLASS_CABRIOLET,NEW,ATLANTA_GA_UNITEDSTATES,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,RED_LEATHER,67000,C_CLASS_CABRIOLET,NEW,GRAPEVINE_TX_UNITEDSTATES,PLANT
AMG_C_43_CABRIOLET,RED_METALLIC,RED_LEATHER,67000,C_CLASS_CABRIOLET,NEW,SUNNYVALE_CA_UNITEDSTATES,PLANT
C_300_4MATIC_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,TUCALOOSA_AL_UNITEDSTATES,PLANT
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,MEXICOCITY_MEXICO,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,TORONTO_ON_CANADA,STORE
C_300_4MATIC_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,BUENOSAIRES_ARGENTINA,STORE
C_300_4MATIC_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,SAOBERNDARDODOCAMPO_BRAZIL,STORE
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,CENTURION_SOUTHAFRICA,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,EASTLONDON_SOUTHAFRICA,PLANT
C_300_4MATIC_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,NEW,CARIO_EGYPT,STORE
C_300_4MATIC_CABRIOLET,POLAR_WHITE,RED_LEATHER,57400,C_CLASS_CABRIOLET,NEW,TELAVIV_ISRAEL,STORE
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,RED_LEATHER,57400,C_CLASS_CABRIOLET,NEW,TOKYO_JAPAN,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,RED_LEATHER,57400,C_CLASS_CABRIOLET,NEW,HITACHI_JAPAN,PLANT
C_300_4MATIC_CABRIOLET,RED_METALLIC,RED_LEATHER,57400,C_CLASS_CABRIOLET,NEW,PUNE_INDIA,PLANT
C_300_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,PUNE_INDIA,STORE
C_300_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,HOCHIMINHCITY_VIETNAM,STORE
C_300_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,SEOUL_KOREA,STORE
C_300_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,INSTANBUL_TURKEY,STORE
C_300_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,JAKARTA_INDONESIA,STORE
C_300_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,KUALA_MALAYSIA,STORE
C_300_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,BANGKOK_THAILAND,PLANT
C_300_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,NEW,DUBAI_UAE,STORE
C_300_CABRIOLET,POLAR_WHITE,RED_LEATHER,55400,C_CLASS_CABRIOLET,NEW,CEBU_PHILLIPINES,STORE
C_300_CABRIOLET,NIGHT_BLACK,RED_LEATHER,55400,C_CLASS_CABRIOLET,NEW,HONGKONG_CHINA,STORE
C_300_CABRIOLET,DENIM_BLUE,RED_LEATHER,55400,C_CLASS_CABRIOLET,NEW,TAIPEI_TAWIWAN_CHINA,STORE
C_300_CABRIOLET,RED_METALLIC,RED_LEATHER,55400,C_CLASS_CABRIOLET,NEW,BEIJING_CHINA,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,USED,SHANGHAI_CHINA,PLANT
AMG_C_43_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,USED,SINGAPORE_,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,USED,AUCKLAND_NEWZEALAND,STORE
AMG_C_43_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,67000,C_CLASS_CABRIOLET,USED,MELBOURNE_AUSTRALIA,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,USED,SYDNEY_AUSTRALIA,STORE
AMG_C_43_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,USED,MADRID_SPAIN,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,USED,VALENCIA_SPAIN,PLANT
AMG_C_43_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,67000,C_CLASS_CABRIOLET,USED,ALMERE_NETHERLANDS,STORE
AMG_C_43_CABRIOLET,POLAR_WHITE,RED_LEATHER,67000,C_CLASS_CABRIOLET,USED,UTRECHT_NETHERLANDS,PLANT
AMG_C_43_CABRIOLET,NIGHT_BLACK,RED_LEATHER,67000,C_CLASS_CABRIOLET,USED,MOSCOW_RUSSIA,STORE
AMG_C_43_CABRIOLET,DENIM_BLUE,RED_LEATHER,67000,C_CLASS_CABRIOLET,USED,ZAGREB_CROATIA,STORE
AMG_C_43_CABRIOLET,RED_METALLIC,RED_LEATHER,67000,C_CLASS_CABRIOLET,USED,BRIXWORTH_UNITEDKINGDOM,STORE
C_300_4MATIC_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,USED,MILTONKEYNES_UNITEDKINGDOM,STORE
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,USED,KIFISSIA_GREECE,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,USED,COPENHAGEN_DENMARK,STORE
C_300_4MATIC_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,57400,C_CLASS_CABRIOLET,USED,BERLIN_GERMANY,STORE
C_300_4MATIC_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,USED,BREMEN_GERMANY,PLANT
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,USED,DUSSELDORF_GERMANY,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,USED,DUSSELDORF_GERMANY,PLANT
C_300_4MATIC_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,57400,C_CLASS_CABRIOLET,USED,COLOGNE_GERMANY,STORE
C_300_4MATIC_CABRIOLET,POLAR_WHITE,RED_LEATHER,57400,C_CLASS_CABRIOLET,USED,HAMBURG_GERMANY,STORE
C_300_4MATIC_CABRIOLET,NIGHT_BLACK,RED_LEATHER,57400,C_CLASS_CABRIOLET,USED,MUNICH_GERMANY,STORE
C_300_4MATIC_CABRIOLET,DENIM_BLUE,RED_LEATHER,57400,C_CLASS_CABRIOLET,USED,SINDELFINGEN_GERMANY,STORE
C_300_4MATIC_CABRIOLET,RED_METALLIC,RED_LEATHER,57400,C_CLASS_CABRIOLET,USED,STUTTGART_GERMANY,STORE
C_300_CABRIOLET,POLAR_WHITE,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,USED,MALMO_SWEDEN,STORE
C_300_CABRIOLET,NIGHT_BLACK,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,USED,LUXMBOURG_,STORE
C_300_CABRIOLET,DENIM_BLUE,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,USED,PRAGUE_CZECHREPUBLIC,STORE
C_300_CABRIOLET,RED_METALLIC,BLACK_MB_TEX,55400,C_CLASS_CABRIOLET,USED,MILANO_ITALY,STORE
C_300_CABRIOLET,POLAR_WHITE,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,USED,ROME_ITALY,STORE
C_300_CABRIOLET,NIGHT_BLACK,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,USED,BUCAREST_ROMANIA,STORE
C_300_CABRIOLET,DENIM_BLUE,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,USED,BRATISLAVA_SLOVAKIA,STORE
C_300_CABRIOLET,RED_METALLIC,BEIGE_MB_TEX,55400,C_CLASS_CABRIOLET,USED,LEBOURGET_FRANCE,STORE
C_300_CABRIOLET,POLAR_WHITE,RED_LEATHER,55400,C_CLASS_CABRIOLET,USED,ZURICH_SWITZERLAND,STORE
C_300_CABRIOLET,NIGHT_BLACK,RED_LEATHER,55400,C_CLASS_CABRIOLET,USED,EUGENDORF_AUSTRALIA,STORE
C_300_CABRIOLET,DENIM_BLUE,RED_LEATHER,55400,C_CLASS_CABRIOLET,USED,BRUSSELS_BELGIUM,STORE
C_300_CABRIOLET,RED_METALLIC,RED_LEATHER,55400,C_CLASS_CABRIOLET,USED,WARSAW_POLAND,STORE
AMG_C_43_COUPE,POLAR_WHITE,BLACK_MB_TEX,60500,C_CLASS_COUPE,NEW,BUDAPEST_HUNGRARY,STORE
AMG_C_43_COUPE,NIGHT_BLACK,BLACK_MB_TEX,60500,C_CLASS_COUPE,NEW,LISBON_PORTUGAL,STORE
AMG_C_43_COUPE,DENIM_BLUE,BLACK_MB_TEX,60500,C_CLASS_COUPE,NEW,ATLANTA_GA_UNITEDSTATES,STORE
AMG_C_43_COUPE,RED_METALLIC,BLACK_MB_TEX,60500,C_CLASS_COUPE,NEW,GRAPEVINE_TX_UNITEDSTATES,PLANT
AMG_C_43_COUPE,POLAR_WHITE,BEIGE_MB_TEX,60500,C_CLASS_COUPE,NEW,SUNNYVALE_CA_UNITEDSTATES,PLANT
AMG_C_43_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,60500,C_CLASS_COUPE,NEW,TUCALOOSA_AL_UNITEDSTATES,PLANT
AMG_C_43_COUPE,DENIM_BLUE,BEIGE_MB_TEX,60500,C_CLASS_COUPE,NEW,MEXICOCITY_MEXICO,STORE
AMG_C_43_COUPE,RED_METALLIC,BEIGE_MB_TEX,60500,C_CLASS_COUPE,NEW,TORONTO_ON_CANADA,STORE
AMG_C_43_COUPE,POLAR_WHITE,RED_LEATHER,60500,C_CLASS_COUPE,NEW,BUENOSAIRES_ARGENTINA,STORE
AMG_C_43_COUPE,NIGHT_BLACK,RED_LEATHER,60500,C_CLASS_COUPE,NEW,SAOBERNDARDODOCAMPO_BRAZIL,STORE
AMG_C_43_COUPE,DENIM_BLUE,RED_LEATHER,60500,C_CLASS_COUPE,NEW,CENTURION_SOUTHAFRICA,STORE
AMG_C_43_COUPE,RED_METALLIC,RED_LEATHER,60500,C_CLASS_COUPE,NEW,EASTLONDON_SOUTHAFRICA,PLANT
C_300_4MATIC_COUPE,POLAR_WHITE,BLACK_MB_TEX,49850,C_CLASS_COUPE,NEW,CARIO_EGYPT,STORE
C_300_4MATIC_COUPE,NIGHT_BLACK,BLACK_MB_TEX,49850,C_CLASS_COUPE,NEW,TELAVIV_ISRAEL,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,BLACK_MB_TEX,49850,C_CLASS_COUPE,NEW,TOKYO_JAPAN,STORE
C_300_4MATIC_COUPE,RED_METALLIC,BLACK_MB_TEX,49850,C_CLASS_COUPE,NEW,HITACHI_JAPAN,PLANT
C_300_4MATIC_COUPE,POLAR_WHITE,BEIGE_MB_TEX,49850,C_CLASS_COUPE,NEW,PUNE_INDIA,PLANT
C_300_4MATIC_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,49850,C_CLASS_COUPE,NEW,PUNE_INDIA,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,BEIGE_MB_TEX,49850,C_CLASS_COUPE,NEW,HOCHIMINHCITY_VIETNAM,STORE
C_300_4MATIC_COUPE,RED_METALLIC,BEIGE_MB_TEX,49850,C_CLASS_COUPE,NEW,SEOUL_KOREA,STORE
C_300_4MATIC_COUPE,POLAR_WHITE,RED_LEATHER,49850,C_CLASS_COUPE,NEW,INSTANBUL_TURKEY,STORE
C_300_4MATIC_COUPE,NIGHT_BLACK,RED_LEATHER,49850,C_CLASS_COUPE,NEW,JAKARTA_INDONESIA,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,RED_LEATHER,49850,C_CLASS_COUPE,NEW,KUALA_MALAYSIA,STORE
C_300_4MATIC_COUPE,RED_METALLIC,RED_LEATHER,49850,C_CLASS_COUPE,NEW,BANGKOK_THAILAND,PLANT
C_300_COUPE,POLAR_WHITE,BLACK_MB_TEX,47850,C_CLASS_COUPE,NEW,DUBAI_UAE,STORE
C_300_COUPE,NIGHT_BLACK,BLACK_MB_TEX,47850,C_CLASS_COUPE,NEW,CEBU_PHILLIPINES,STORE
C_300_COUPE,DENIM_BLUE,BLACK_MB_TEX,47850,C_CLASS_COUPE,NEW,HONGKONG_CHINA,STORE
C_300_COUPE,RED_METALLIC,BLACK_MB_TEX,47850,C_CLASS_COUPE,NEW,TAIPEI_TAWIWAN_CHINA,STORE
C_300_COUPE,POLAR_WHITE,BEIGE_MB_TEX,47850,C_CLASS_COUPE,NEW,BEIJING_CHINA,STORE
C_300_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,47850,C_CLASS_COUPE,NEW,SHANGHAI_CHINA,PLANT
C_300_COUPE,DENIM_BLUE,BEIGE_MB_TEX,47850,C_CLASS_COUPE,NEW,SINGAPORE_,STORE
C_300_COUPE,RED_METALLIC,BEIGE_MB_TEX,47850,C_CLASS_COUPE,NEW,AUCKLAND_NEWZEALAND,STORE
C_300_COUPE,POLAR_WHITE,RED_LEATHER,47850,C_CLASS_COUPE,NEW,MELBOURNE_AUSTRALIA,STORE
C_300_COUPE,NIGHT_BLACK,RED_LEATHER,47850,C_CLASS_COUPE,NEW,SYDNEY_AUSTRALIA,STORE
C_300_COUPE,DENIM_BLUE,RED_LEATHER,47850,C_CLASS_COUPE,NEW,MADRID_SPAIN,STORE
C_300_COUPE,RED_METALLIC,RED_LEATHER,47850,C_CLASS_COUPE,NEW,VALENCIA_SPAIN,PLANT
AMG_C_43_COUPE,POLAR_WHITE,BLACK_MB_TEX,60500,C_CLASS_COUPE,USED,ALMERE_NETHERLANDS,STORE
AMG_C_43_COUPE,NIGHT_BLACK,BLACK_MB_TEX,60500,C_CLASS_COUPE,USED,UTRECHT_NETHERLANDS,PLANT
AMG_C_43_COUPE,DENIM_BLUE,BLACK_MB_TEX,60500,C_CLASS_COUPE,USED,MOSCOW_RUSSIA,STORE
AMG_C_43_COUPE,RED_METALLIC,BLACK_MB_TEX,60500,C_CLASS_COUPE,USED,ZAGREB_CROATIA,STORE
AMG_C_43_COUPE,POLAR_WHITE,BEIGE_MB_TEX,60500,C_CLASS_COUPE,USED,BRIXWORTH_UNITEDKINGDOM,STORE
AMG_C_43_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,60500,C_CLASS_COUPE,USED,MILTONKEYNES_UNITEDKINGDOM,STORE
AMG_C_43_COUPE,DENIM_BLUE,BEIGE_MB_TEX,60500,C_CLASS_COUPE,USED,KIFISSIA_GREECE,STORE
AMG_C_43_COUPE,RED_METALLIC,BEIGE_MB_TEX,60500,C_CLASS_COUPE,USED,COPENHAGEN_DENMARK,STORE
AMG_C_43_COUPE,POLAR_WHITE,RED_LEATHER,60500,C_CLASS_COUPE,USED,BERLIN_GERMANY,STORE
AMG_C_43_COUPE,NIGHT_BLACK,RED_LEATHER,60500,C_CLASS_COUPE,USED,BREMEN_GERMANY,PLANT
AMG_C_43_COUPE,DENIM_BLUE,RED_LEATHER,60500,C_CLASS_COUPE,USED,DUSSELDORF_GERMANY,STORE
AMG_C_43_COUPE,RED_METALLIC,RED_LEATHER,60500,C_CLASS_COUPE,USED,DUSSELDORF_GERMANY,PLANT
C_300_4MATIC_COUPE,POLAR_WHITE,BLACK_MB_TEX,49850,C_CLASS_COUPE,USED,COLOGNE_GERMANY,STORE
C_300_4MATIC_COUPE,NIGHT_BLACK,BLACK_MB_TEX,49850,C_CLASS_COUPE,USED,HAMBURG_GERMANY,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,BLACK_MB_TEX,49850,C_CLASS_COUPE,USED,MUNICH_GERMANY,STORE
C_300_4MATIC_COUPE,RED_METALLIC,BLACK_MB_TEX,49850,C_CLASS_COUPE,USED,SINDELFINGEN_GERMANY,STORE
C_300_4MATIC_COUPE,POLAR_WHITE,BEIGE_MB_TEX,49850,C_CLASS_COUPE,USED,STUTTGART_GERMANY,STORE
C_300_4MATIC_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,49850,C_CLASS_COUPE,USED,MALMO_SWEDEN,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,BEIGE_MB_TEX,49850,C_CLASS_COUPE,USED,LUXMBOURG_,STORE
C_300_4MATIC_COUPE,RED_METALLIC,BEIGE_MB_TEX,49850,C_CLASS_COUPE,USED,PRAGUE_CZECHREPUBLIC,STORE
C_300_4MATIC_COUPE,POLAR_WHITE,RED_LEATHER,49850,C_CLASS_COUPE,USED,MILANO_ITALY,STORE
C_300_4MATIC_COUPE,NIGHT_BLACK,RED_LEATHER,49850,C_CLASS_COUPE,USED,ROME_ITALY,STORE
C_300_4MATIC_COUPE,DENIM_BLUE,RED_LEATHER,49850,C_CLASS_COUPE,USED,BUCAREST_ROMANIA,STORE
C_300_4MATIC_COUPE,RED_METALLIC,RED_LEATHER,49850,C_CLASS_COUPE,USED,BRATISLAVA_SLOVAKIA,STORE
C_300_COUPE,POLAR_WHITE,BLACK_MB_TEX,47850,C_CLASS_COUPE,USED,LEBOURGET_FRANCE,STORE
C_300_COUPE,NIGHT_BLACK,BLACK_MB_TEX,47850,C_CLASS_COUPE,USED,ZURICH_SWITZERLAND,STORE
C_300_COUPE,DENIM_BLUE,BLACK_MB_TEX,47850,C_CLASS_COUPE,USED,EUGENDORF_AUSTRALIA,STORE
C_300_COUPE,RED_METALLIC,BLACK_MB_TEX,47850,C_CLASS_COUPE,USED,BRUSSELS_BELGIUM,STORE
C_300_COUPE,POLAR_WHITE,BEIGE_MB_TEX,47850,C_CLASS_COUPE,USED,WARSAW_POLAND,STORE
C_300_COUPE,NIGHT_BLACK,BEIGE_MB_TEX,47850,C_CLASS_COUPE,USED,BUDAPEST_HUNGRARY,STORE
C_300_COUPE,DENIM_BLUE,BEIGE_MB_TEX,47850,C_CLASS_COUPE,USED,LISBON_PORTUGAL,STORE
C_300_COUPE,RED_METALLIC,BEIGE_MB_TEX,47850,C_CLASS_COUPE,USED,ATLANTA_GA_UNITEDSTATES,STORE
C_300_COUPE,POLAR_WHITE,RED_LEATHER,47850,C_CLASS_COUPE,USED,GRAPEVINE_TX_UNITEDSTATES,PLANT
